Family,Genus,Species,Virus name(s),Genome composition,Host source
Partitiviridae,Betapartitivirus,Heterobasidion partitivirus 2,Heterobasidion partitivirus 2,dsRNA,fungi
Partitiviridae,Betapartitivirus,Heterobasidion partitivirus 7,Heterobasidion partitivirus 7,dsRNA,fungi
Partitiviridae,Betapartitivirus,Heterobasidion partitivirus 7,Heterobasidion partitivirus 7,dsRNA,fungi
Partitiviridae,Betapartitivirus,Heterobasidion partitivirus 7,Heterobasidion partitivirus 7,dsRNA,fungi
Partitiviridae,Betapartitivirus,Heterobasidion partitivirus 8,Heterobasidion partitivirus 8,dsRNA,fungi
Partitiviridae,Betapartitivirus,Heterobasidion partitivirus P,Heterobasidion partitivirus P,dsRNA,fungi
Partitiviridae,Betapartitivirus,Hop trefoil cryptic virus 2,hop trefoil cryptic virus 2,dsRNA,plants
Partitiviridae,Betapartitivirus,Pleurotus ostreatus virus 1,Pleurotus ostreatus virus 1,dsRNA,fungi
Partitiviridae,Betapartitivirus,Primula malacoides virus 1,Primula malacoides virus 1,dsRNA,plants
Partitiviridae,Betapartitivirus,Red clover cryptic virus 2,red clover cryptic virus 2,dsRNA,plants
Partitiviridae,Betapartitivirus,Rhizoctonia solani virus 717,Rhizoctonia solani virus 717,dsRNA,fungi
Partitiviridae,Betapartitivirus,Rosellinia necatrix virus 1,Rosellinia necatrix virus 1,dsRNA,fungi
Partitiviridae,Betapartitivirus,White clover cryptic virus 2,white clover cryptic virus 2,dsRNA,plants
Partitiviridae,Cryspovirus,Cryptosporidium parvum virus 1,Cryptosporidium parvum virus 1,dsRNA,protists
Partitiviridae,Cryspovirus,Cryptosporidium parvum virus 1,Cryptosporidium parvum virus 1,dsRNA,protists
Partitiviridae,Deltapartitivirus,Beet cryptic virus 2,beet cryptic virus 2,dsRNA,plants
Partitiviridae,Deltapartitivirus,Beet cryptic virus 3,beet cryptic virus 3,dsRNA,plants
Partitiviridae,Deltapartitivirus,Fig cryptic virus,fig cryptic virus,dsRNA,plants
Partitiviridae,Deltapartitivirus,Pepper cryptic virus 1,pepper cryptic virus 1,dsRNA,plants
Partitiviridae,Deltapartitivirus,Pepper cryptic virus 2,pepper cryptic virus 2,dsRNA,plants
Partitiviridae,Deltapartitivirus,Pepper cryptic virus 2,pepper cryptic virus 2,dsRNA,plants
Partitiviridae,Gammapartitivirus,Aspergillus ochraceous virus,Aspergillus ochraceous virus,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Discula destructiva virus 1,Discula destructiva virus 1,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Discula destructiva virus 2,Discula destructiva virus 2,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Fusarium solani virus 1,Fusarium solani virus 1,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Gremmeniella abietina RNA virus MS1,Gremmeniella abietina RNA virus MS1,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Gremmeniella abietina RNA virus MS1,Gremmeniella abietina RNA virus MS1,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Ophiostoma partitivirus 1,Ophiostoma partitivirus 1,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Penicillium stoloniferum virus F,Penicillium stoloniferum virus F,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Penicillium stoloniferum virus S,Penicillium stoloniferum virus S,dsRNA,fungi
Partitiviridae,Gammapartitivirus,Penicillium stoloniferum virus S,Penicillium stoloniferum virus S,dsRNA,fungi
Partitiviridae,,Agaricus bisporus virus 4,Agaricus bisporus virus 4,dsRNA,fungi
Partitiviridae,,Alfalfa cryptic virus 1,alfalfa cryptic virus 1,dsRNA,plants
Partitiviridae,,Carnation cryptic virus 1,carnation cryptic virus 1,dsRNA,plants
Partitiviridae,,Carrot temperate virus 1,carrot temperate virus 1,dsRNA,plants
Partitiviridae,,Carrot temperate virus 2,carrot temperate virus 2,dsRNA,plants
Partitiviridae,,Carrot temperate virus 3,carrot temperate virus 3,dsRNA,plants
Partitiviridae,,Carrot temperate virus 4,Carrot temperate virus 4,dsRNA,plants
Partitiviridae,,Gaeumannomyces graminis virus 0196A,Gaeumannomyces graminis virus 019/6-A,dsRNA,fungi
Partitiviridae,,Gaeumannomyces graminis virus T1A,Gaeumannomyces graminis virus T1-A,dsRNA,fungi
Partitiviridae,,Hop trefoil cryptic virus 1,hop trefoil cryptic virus 1,dsRNA,plants
Partitiviridae,,Hop trefoil cryptic virus 3,hop trefoil cryptic virus 3,dsRNA,plants
Partitiviridae,,Radish yellow edge virus,radish yellow edge virus,dsRNA,plants
Partitiviridae,,Ryegrass cryptic virus,ryegrass cryptic virus,dsRNA,plants
Partitiviridae,,Spinach temperate virus,spinach temperate virus,dsRNA,plants
Partitiviridae,,White clover cryptic virus 3,white clover cryptic virus 3,dsRNA,plants
Picobirnaviridae,Orthopicobirnavirus,Orthopicobirnavirus beihaiense,B¨§ih¨£i picobirnavirus 7,dsRNA,invertebrates
Picobirnaviridae,Orthopicobirnavirus,Orthopicobirnavirus equi,equine picobirnavirus,dsRNA,vertebrates
Picobirnaviridae,Orthopicobirnavirus,Orthopicobirnavirus hominis,human picobirnavirus,dsRNA,vertebrates
Picobirnaviridae,Orthopicobirnavirus,Orthopicobirnavirus hominis,human picobirnavirus,dsRNA,vertebrates
Picobirnaviridae,Orthopicobirnavirus,Orthopicobirnavirus hominis,human picobirnavirus,dsRNA,vertebrates
Abyssoviridae,Alphaabyssovirus,Aplysia abyssovirus 1,Aplysia abyssovirus 1,ssRNA(+),invertebrates
Arteriviridae,Muarterivirus,Muarterivirus afrigant,Olivier's shrew virus 1,ssRNA(+),vertebrates
Arteriviridae,Alphaarterivirus,Alphaarterivirus equid,equine arteritis virus,ssRNA(+),vertebrates
Arteriviridae,Lambdaarterivirus,Lambdaarterivirus afriporav,African pouched rat arterivirus,ssRNA(+),vertebrates
Arteriviridae,Deltaarterivirus,Deltaarterivirus hemfev,simian hemorrhagic fever virus,ssRNA(+),vertebrates
Arteriviridae,Epsilonarterivirus,Epsilonarterivirus hemcep,simian hemorrhagic encephalitis virus,ssRNA(+),vertebrates
Arteriviridae,Epsilonarterivirus,Epsilonarterivirus safriver,Free State vervet virus,ssRNA(+),vertebrates
Arteriviridae,Epsilonarterivirus,Epsilonarterivirus zamalb,Zambian malbrouck virus 1,ssRNA(+),vertebrates
Arteriviridae,Etaarterivirus,Etaarterivirus ugarco 1,Kibale red colobus virus 2,ssRNA(+),vertebrates
Arteriviridae,Iotaarterivirus,Iotaarterivirus debrazmo,DeBrazza¡¯s monkey arterivirus,ssRNA(+),vertebrates
Arteriviridae,Iotaarterivirus,Iotaarterivirus kibreg 1,Kibale red-tailed guenon virus 1,ssRNA(+),vertebrates
Arteriviridae,Iotaarterivirus,Iotaarterivirus pejah,Pebjah virus,ssRNA(+),vertebrates
Arteriviridae,Thetaarterivirus,Thetaarterivirus kafuba,Kafue kinda chacma baboon virus,ssRNA(+),vertebrates
Arteriviridae,Thetaarterivirus,Thetaarterivirus mikelba 1,Mikumi yellow baboon virus 1,ssRNA(+),vertebrates
Arteriviridae,Zetaarterivirus,Zetaarterivirus ugarco 1,Kibale red colobus virus 1,ssRNA(+),vertebrates
Arteriviridae,Betaarterivirus,Betaarterivirus suid 2,porcine reproductive and respiratory syndrome virus 2,ssRNA(+),vertebrates
Arteriviridae,Betaarterivirus,Betaarterivirus chinrav 1,RtMruf arterivirus,ssRNA(+),vertebrates
Arteriviridae,Betaarterivirus,Betaarterivirus ninrav,RtClon arterivirus,ssRNA(+),vertebrates
Arteriviridae,Betaarterivirus,Betaarterivirus sheoin,RtEi arterivirus,ssRNA(+),vertebrates
Arteriviridae,Betaarterivirus,Betaarterivirus suid 1,porcine reproductive and respiratory syndrome virus 1,ssRNA(+),vertebrates
Arteriviridae,Betaarterivirus,Betaarterivirus timiclar,RtMc arterivirus,ssRNA(+),vertebrates
Arteriviridae,Gammaarterivirus,Gammaarterivirus lacdeh,lactate dehydrogenase-elevating virus,ssRNA(+),vertebrates
Arteriviridae,Nuarterivirus,Nuarterivirus guemel,RtClan arterivirus,ssRNA(+),vertebrates
Arteriviridae,Kappaarterivirus,Kappaarterivirus wobum,wobbly possum disease virus,ssRNA(+),vertebrates
Cremegaviridae,Sicregavirus,Sicregavirus nixi,Trionyx sinensis hemorrhagic syndrome virus,ssRNA(+),vertebrates
Cremegaviridae,Pontunivirus,Chinturpovirus 1,Chinese broad-headed pond turtle arterivirus,ssRNA(+),vertebrates
Gresnaviridae,Cyclophivirus,Ptyasnivirus 1,Guangdong greater green snake arterivirus,ssRNA(+),vertebrates
Olifoviridae,Kukrinivirus,Oligodon snake nidovirus 1,Hainan oligodon formosanus arterivirus,ssRNA(+),vertebrates
Coronaviridae,Alphaletovirus,Microhyla letovirus 1,Microhyla letovirus 1,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Alphacoronavirus AMALF,Bat alphacoronavirus isolate AMA_L_F,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Bat coronavirus CDPHE15,bat coronavirus CDPHE15,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Alphacoronavirus CHB25,Hipposideros pomona bat coronavirus CHB25,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Alphacoronavirus WA3607,Alphacoronavirus sp. WA3607,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Bat coronavirus HKU10,rousettus bat coronavirus HKU10,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Rhinolophus ferrumequinum alphacoronavirus HuB-2013,BtRf-AlphaCoV/HuB2013,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Human coronavirus 229E,human coronavirus 229E,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Lucheng Rn rat coronavirus,Lucheng Rn rat coronavirus,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Mink coronavirus 1,mink coronavirus,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Miniopterus bat coronavirus 1,miniopterus bat coronavirus 1,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Miniopterus bat coronavirus HKU8,miniopterus bat coronavirus HKU8,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Myotis ricketti alphacoronavirus Sax-2011,BtMr-AlphaCoV/SAX2011,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Alphacoronavirus HKU33,Tylonycteris bat coronavirus HKU33,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Alphacoronavirus WA2028,Alphacoronavirus sp. WA2028,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Nyctalus velutinus alphacoronavirus SC-2013,BtNv-AlphaCoV/SC2013,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Pipistrellus kuhlii coronavirus 3398,alphacoronavirus bat coronavirus,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Alphacoronavirus BT020,Bat alphacoronavirus BtCoV/020_16/M.dau/FIN/2016,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Alphacoronavirus WA1087,Alphacoronavirus sp. WA1087,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Porcine epidemic diarrhea virus,porcine epidemic diarrhea virus,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Scotophilus bat coronavirus 512,scotophilus bat coronavirus 512,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Rhinolophus bat coronavirus HKU2,rhinolophus bat coronavirus HKU2,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Human coronavirus NL63,human coronavirus NL63,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,NL63-related bat coronavirus strain BtKYNL63-9b,NL63-related bat coronavirus,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Sorex araneus coronavirus T14,Common shrew coronavirus Tibet-2014,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Suncus murinus coronavirus X74,Suncus murinus coronavirus Xingguo-74,ssRNA(+),vertebrates
Coronaviridae,Alphacoronavirus,Alphacoronavirus 1,transmissible gastroenteritis virus,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Betacoronavirus 1,human coronavirus OC43,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,China Rattus coronavirus HKU24,betacoronavirus HKU24,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Human coronavirus HKU1,human coronavirus HKU1,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Murine coronavirus,murine hepatitis virus,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Myodes coronavirus 2JL14,Myodes rufocanus vole coronavirus 2/JL2014,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Bat Hp-betacoronavirus Zhejiang2013,bat Hp-betacoronavirus/Zhejiang2013,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Hedgehog coronavirus 1,hedgehog coronavirus 1,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Middle East respiratory syndrome-related coronavirus,Middle East respiratory syndrome-related coronavirus,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Pipistrellus bat coronavirus HKU5,pipistrellus bat coronavirus HKU5,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Tylonycteris bat coronavirus HKU4,tylonycteris bat coronavirus HKU4,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Eidolon bat coronavirus C704,Eidolon helvum bat coronavirus CMR704-P12,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Rousettus bat coronavirus GCCDC1,rousettus bat coronavirus,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Rousettus bat coronavirus HKU9,rousettus bat coronavirus HKU9,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,severe acute respiratory syndrome coronavirus,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,severe acute respiratory syndrome-related coronavirus,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,severe acute respiratory syndrome coronavirus 2?,ssRNA(+),vertebrates
Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,SARS coronavirus,ssRNA(+),vertebrates
Coronaviridae,Deltacoronavirus,Wigeon coronavirus HKU20,wigeon coronavirus HKU20,ssRNA(+),vertebrates
Coronaviridae,Deltacoronavirus,Bulbul coronavirus HKU11,bulbul coronavirus HKU11,ssRNA(+),vertebrates
Coronaviridae,Deltacoronavirus,Common moorhen coronavirus HKU21,Common moorhen coronavirus HKU21,ssRNA(+),vertebrates
Coronaviridae,Deltacoronavirus,Coronavirus HKU15,porcine coronavirus HKU15,ssRNA(+),vertebrates
Coronaviridae,Deltacoronavirus,Munia coronavirus HKU13,munia coronavirus HKU13,ssRNA(+),vertebrates
Coronaviridae,Deltacoronavirus,White-eye coronavirus HKU16,white-eye coronavirus HKU16,ssRNA(+),vertebrates
Coronaviridae,Deltacoronavirus,Night heron coronavirus HKU19,night heron coronavirus HKU19,ssRNA(+),vertebrates
Coronaviridae,Gammacoronavirus,Goose coronavirus CB17,Canada goose-Branta canadensis-coronavirus-Cambridge Bay 2017,ssRNA(+),vertebrates
Coronaviridae,Gammacoronavirus,Beluga whale coronavirus SW1,beluga whale coronavirus,ssRNA(+),vertebrates
Coronaviridae,Gammacoronavirus,Avian coronavirus,infectious bronchitis virus,ssRNA(+),vertebrates
Coronaviridae,Gammacoronavirus,Avian coronavirus 9203,Infectious bronchitis virus Ind-TN92-03,ssRNA(+),vertebrates
Coronaviridae,Gammacoronavirus,Duck coronavirus 2714,Duck coronavirus DK/GD/27/2014,ssRNA(+),vertebrates
Coronaviridae,Alphapironavirus,Alphapironavirus bona,Pacific salmon nidovirus,ssRNA(+),vertebrates
Medioniviridae,Bolenivirus,Botrylloides leachii nidovirus,Botrylloides leachii nidovirus,ssRNA(+),invertebrates
Medioniviridae,Turrinivirus,Turrinivirus 1,Beihai nido-like virus 1,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 4,Casuarina virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 8,Ns¨¦ virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 5,Hana virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 7,Kadiweu virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 2,Karang Sari virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 3,Dak Nong virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 9,M¨¦no virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 1,Nam Dinh virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 10,Dianke virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 6,Ofaie virus,ssRNA(+),invertebrates
Mesoniviridae,Alphamesonivirus,Alphamesonivirus 11,Yichang virus,ssRNA(+),invertebrates
Mesoniviridae,Nasenivirus,Insemevirus tami,Insect mesonivirus 1,ssRNA(+),invertebrates
Mesoniviridae,Tocinivirus,Tocinivirus aphisi,Aphis citricidus meson-like virus,ssRNA(+),invertebrates
Mesoniviridae,Tofonivirus,Tofonivirus foami,Frankliniella occidentalis associated mesonivirus 1,ssRNA(+),invertebrates
Mononiviridae,Alphamononivirus,Planidovirus 1,planarian secretory cell nidovirus,ssRNA(+),invertebrates
Nanghoshaviridae,Chimshavirus,Nangarvirus 1,Nanhai ghost shark arterivirus,ssRNA(+),vertebrates
Nanhypoviridae,Sajorinivirus,Halfbeak nidovirus 1,Wuhan japanese halfbeak arterivirus,ssRNA(+),vertebrates
Euroniviridae,Charybnivirus,Charybnivirus 1,Beihai nido-like virus 2,ssRNA(+),invertebrates
Euroniviridae,Charybnivirus,Decronivirus 1,Wenling nido-like virus 1 strain,ssRNA(+),invertebrates
Euroniviridae,Paguronivirus,Paguronivirus 1,Beihai hermit crab virus 4 strain,ssRNA(+),invertebrates
Roniviridae,Nimanivirus,Nimanivirus lahi,Macrobrachium rosenbergii Golda virus,ssRNA(+),invertebrates
Roniviridae,Okavirus,Gill-associated virus,gill-associated virus,ssRNA(+),invertebrates
Roniviridae,Okavirus,Okavirus 1,yellow head virus type 8,ssRNA(+),invertebrates
Roniviridae,Okavirus,Yellow head virus,yellow head virus,ssRNA(+),invertebrates
Tobaniviridae,Bafinivirus,White bream virus,white bream virus,ssRNA(+),vertebrates
Tobaniviridae,Bafinivirus,Fathead minnow nidovirus 1,fathead minnow nidovirus,ssRNA(+),vertebrates
Tobaniviridae,Oncotshavirus,Chinook salmon nidovirus 1,Chinook salmon bafinivirus,ssRNA(+),vertebrates
Tobaniviridae,Bostovirus,Bovine nidovirus 1,bovine nidovirus,ssRNA(+),vertebrates
Tobaniviridae,Infratovirus,Hebius tobanivirus 1,Hainan hebius popei torovirus LPSC33749,ssRNA(+),vertebrates
Tobaniviridae,Infratovirus,Infratovirus latu,Serpentovirinae sp. isolate L25,ssRNA(+),vertebrates
Tobaniviridae,Infratovirus,Infratovirus 1,Xinzhou toro-like virus,ssRNA(+),vertebrates
Tobaniviridae,Lyctovirus,Lyctovirus alpa,Veiled chameleon serpentovirus A,ssRNA(+),vertebrates
Tobaniviridae,Lyctovirus,Lycodon tobanivirus 1,Guangdong red-banded snake-Lycodon rufozonatus-torovirus LPSF30546,ssRNA(+),vertebrates
Tobaniviridae,Pregotovirus,Ball python nidovirus 1,ball python nidovirus,ssRNA(+),vertebrates
Tobaniviridae,Pregotovirus,Morelia tobanivirus 1,Morelia viridis nidovirus,ssRNA(+),vertebrates
Tobaniviridae,Pregotovirus,Pregotovirus heba,Morelia viridis nidovirus,ssRNA(+),vertebrates
Tobaniviridae,Pregotovirus,Berisnavirus 1,Bellinger River virus,ssRNA(+),vertebrates
Tobaniviridae,Pregotovirus,Shingleback nidovirus 1,shingleback nidovirus 1,ssRNA(+),vertebrates
Tobaniviridae,Sectovirus,Sectovirus 1,Xinzhou nematode virus 6,ssRNA(+),invertebrates
Tobaniviridae,Septovirus,Septovirus foka,Serpentovirinae sp. isolate K48,ssRNA(+),vertebrates
Tobaniviridae,Sertovirus,Sertovirus cona,Serpentovirinae sp. isolate C18,ssRNA(+),vertebrates
Tobaniviridae,Vebetovirus,Vebetovirus paba,Veiled chameleon serpentovirus B,ssRNA(+),vertebrates
Tobaniviridae,Torovirus,Torovirus banli,Bangali torovirus,ssRNA(+),vertebrates
Tobaniviridae,Torovirus,Bovine torovirus,bovine torovirus,ssRNA(+),vertebrates
Tobaniviridae,Torovirus,Equine torovirus,equine torovirus,ssRNA(+),vertebrates
Tobaniviridae,Torovirus,Porcine torovirus,porcine torovirus,ssRNA(+),vertebrates
Caliciviridae,Bavovirus,Bavaria virus,chicken calicivirus,ssRNA(+),vertebrates
Caliciviridae,Lagovirus,European brown hare syndrome virus,European brown hare syndrome virus,ssRNA(+),vertebrates
Caliciviridae,Lagovirus,Rabbit hemorrhagic disease virus,rabbit hemorrhagic disease virus,ssRNA(+),vertebrates
Caliciviridae,Minovirus,Minovirus A,fathead minnow calicivirus,ssRNA(+),vertebrates
Caliciviridae,Nacovirus,Nacovirus A,turkey calicivirus,ssRNA(+),vertebrates
Caliciviridae,Nebovirus,Newbury 1 virus,Newbury-1 virus,ssRNA(+),vertebrates
Caliciviridae,Nebovirus,Newbury 1 virus,Nebraska virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,Norwalk virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,Lordsdale virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,Maryland virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,Jena virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,Alphatron virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,murine norovirus 1,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,Viseu virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,dog norovirus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,Chiba-040502 virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,Sapporo-HK299 virus,ssRNA(+),vertebrates
Caliciviridae,Norovirus,Norwalk virus,bat norovirus,ssRNA(+),vertebrates
Caliciviridae,Recovirus,Recovirus A,Tulane virus,ssRNA(+),vertebrates
Caliciviridae,Salovirus,Nordland virus,Atlantic salmon calicivirus,ssRNA(+),vertebrates
Caliciviridae,Sapovirus,Sapporo virus,Sapporo virus,ssRNA(+),vertebrates
Caliciviridae,Sapovirus,Sapporo virus,Manchester virus,ssRNA(+),vertebrates
Caliciviridae,Sapovirus,Sapporo virus,Bristol virus,ssRNA(+),vertebrates
Caliciviridae,Sapovirus,Sapporo virus,Cowden I virus,ssRNA(+),vertebrates
Caliciviridae,Sapovirus,Sapporo virus,Ehime virus,ssRNA(+),vertebrates
Caliciviridae,Sapovirus,Sapporo virus,Nongkhai virus,ssRNA(+),vertebrates
Caliciviridae,Valovirus,Saint Valerien virus,St-Val¨¦rien calicivirus,ssRNA(+),vertebrates
Caliciviridae,Vesivirus,Feline calicivirus,feline calicivirus,ssRNA(+),vertebrates
Caliciviridae,Vesivirus,Vesicular exanthema of swine virus,vesicular exanthema of swine virus,ssRNA(+),vertebrates
Dicistroviridae,Aparavirus,Acute bee paralysis virus,acute bee paralysis virus,ssRNA(+),invertebrates
Dicistroviridae,Aparavirus,Israeli acute paralysis virus,Israeli acute paralysis virus,ssRNA(+),invertebrates
Dicistroviridae,Aparavirus,Kashmir bee virus,Kashmir bee virus,ssRNA(+),invertebrates
Dicistroviridae,Aparavirus,Mud crab virus,mud crab virus,ssRNA(+),invertebrates
Dicistroviridae,Aparavirus,Solenopsis invicta virus 1,Solenopsis invicta virus 1,ssRNA(+),invertebrates
Dicistroviridae,Aparavirus,Taura syndrome virus,Taura syndrome virus,ssRNA(+),invertebrates
Dicistroviridae,Cripavirus,Aphid lethal paralysis virus,aphid lethal paralysis virus,ssRNA(+),invertebrates
Dicistroviridae,Cripavirus,Cricket paralysis virus,cricket paralysis virus,ssRNA(+),invertebrates
Dicistroviridae,Cripavirus,Drosophila C virus,Drosophila C virus,ssRNA(+),invertebrates
Dicistroviridae,Cripavirus,Rhopalosiphum padi virus,Rhopalosiphum padi virus,ssRNA(+),invertebrates
Dicistroviridae,Triatovirus,Black queen cell virus,black queen cell virus,ssRNA(+),invertebrates
Dicistroviridae,Triatovirus,Himetobi P virus,Himetobi P virus,ssRNA(+),invertebrates
Dicistroviridae,Triatovirus,Homalodisca coagulata virus 1,Homalodisca coagulata virus 1,ssRNA(+),invertebrates
Dicistroviridae,Triatovirus,Plautia stali intestine virus,Plautia stali intestine virus,ssRNA(+),invertebrates
Dicistroviridae,Triatovirus,Triatoma virus,Triatoma virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Acheta domesticus iflavirus,Acheta domesticus Iflavirus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Antheraea pernyi iflavirus,Antheraea pernyi iflavirus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Brevicoryne brassicae virus,Brevicoryne brassicae virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Deformed wing virus,deformed wing virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Dinocampus coccinellae paralysis virus,Dinocampus coccinellae paralysis virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Ectropis obliqua virus,Ectropis obliqua virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Infectious flacherie virus,infectious flacherie virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Lygus lineolaris virus 1,Lygus lineolaris virus 1,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Lymantria dispar iflavirus 1,Lymantria dispar iflavirus 1,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Nilaparvata lugens honeydew virus 1,Nilaparvata lugens honeydew virus 1,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Perina nuda virus,Perina nuda virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Sacbrood virus,sacbrood virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Slow bee paralysis virus,slow bee paralysis virus,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Spodoptera exigua iflavirus 1,Spodoptera exigua iflavirus 1,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Spodoptera exigua iflavirus 2,Spodoptera exigua iflavirus 2,ssRNA(+),invertebrates
Iflaviridae,Iflavirus,Varroa destructor iflavirus 1,Varroa destructor virus 2,ssRNA(+),invertebrates
Marnaviridae,Bacillarnavirus,Chaetoceros socialis forma radians RNA virus 1,Chaetoceros socialis f. radians RNA virus 01,ssRNA(+),algae
Marnaviridae,Bacillarnavirus,Chaetoceros tenuissimus RNA virus 01,Chaetoceros tenuissimus RNA virus 01,ssRNA(+),algae
Marnaviridae,Bacillarnavirus,Rhizosolenia setigera RNA virus 01,Rhizosolenia setigera RNA virus 01,ssRNA(+),algae
Marnaviridae,Kusarnavirus,Astarnavirus,Asterionellopsis glacialis RNA virus,ssRNA(+),algae
Marnaviridae,Labyrnavirus,Aurantiochytrium single-stranded RNA virus 01,aurantiochytrium single-stranded RNA virus 01,ssRNA(+),algae
